Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,Item28,Item29,Item30,Item31,Item32,Item33,Item34,Item35,Item36,Item37,Item38,Item39
518,Country_Benedict,Country_Benedict.jpg,Le_Peep/Country_Benedict.jpg,518,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.79,11082093,Meat,Breakfast,breakfast,breakfast,,,hash,ham,benedict,country,eggs,fruit,green,grilled,browns,onions,hollandaise,egg,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,
519,Country_Benedict,Country_Benedict1.jpg,Le_Peep/Country_Benedict1.jpg,519,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.79,11082093,Meat,breakfast,breakfast,breakfast,,,hash,ham,benedict,country,eggs,muffins,fruit,green,english,grilled,browns,onions,hollandaise,egg,muffin,sauce,,,,,,,,,,,,,,,,,,,,,,,
520,Country_Benny_Eggs_Benedict,Country_Benny_Eggs_Benedict.jpg,Beer_Kitchen/Country_Benny_Eggs_Benedict.jpg,520,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,breakfast,breakfast,breakfast,,,biscuit,pork,fried,poached,potato,benedict,country,eggs,benny,belly,braised,hollandaise,biscuits,egg,sauce,,,,,,,,,,,,,,,,,,,,,,,,
521,Country_Benny_Eggs_Benedict,Country_Benny_Eggs_Benedict1.jpg,Beer_Kitchen/Country_Benny_Eggs_Benedict1.jpg,521,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,breakfast,breakfast,breakfast,,,biscuit,pork,fried,poached,potato,benedict,country,eggs,benny,belly,braised,hollandaise,biscuits,egg,sauce,,,,,,,,,,,,,,,,,,,,,,,,
522,Country_Benny_Eggs_Benedict_Sub_Waffle,Country_Benny_Eggs_Benedict_Sub_Waffle.jpg,Beer_Kitchen/Country_Benny_Eggs_Benedict_Sub_Waffle.jpg,522,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,breakfast,breakfast,breakfast,,,pork,fried,poached,potato,benedict,country,eggs,benny,waffle,belly,braised,hollandaise,sauce,egg,substitute,sub,,,,,,,,,,,,,,,,,,,,,,,
523,Country_Fried_Steak,Country_Fried_Steak.jpg,Le_Peep/Country_Fried_Steak.jpg,523,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$10.99,11082076,meat,breakfast,American,meats,,,gravy,fried,potato,country,eggs,english,sausage,paprika,muffins,green,muffin,breaded,chicken,steak,onions,egg,,,,,,,,,,,,,,,,,,,,,,,
524,Cowboy_Queso,Cowboy_Queso.jpg,Red_Door_Woodfired_Grill,524,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,vegetarian,lunch,mexican,appetizer,,,tomato,cheese,cowboy,queso,chips,dip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,Crab_and_Lobster_Bisque,Crab_and_Lobster_Bisque.jpg,Cooper_s_Hawk/Crab_and_Lobster_Bisque.jpg,528,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,Other,,,,,lobster,crab,bisque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,Crab_and_Shrimp_Stuffed_Mushrooms,Crab_and_Shrimp_Stuffed_Mushrooms.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_and_Shrimp_Stuffed_Mushrooms.jpg,529,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dessert,,appetizer,,,crab,appetizer,shrimp,mushrooms,stuffed,fried,baked,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Crab_and_Shrimp_Stuffed_Salmon,Crab_and_Shrimp_Stuffed_Salmon.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_and_Shrimp_Stuffed_Salmon.jpg,530,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,Other,,seafood,,,stuffed,potato,vegetables,salmon,mashed,shrimp,crab,brie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,Crab_Cake_Salad,Crab_Cake_Salad.jpg,Brady_s_Public_House/Crab_Cake_Salad.jpg,525,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$13.00,,Meat,Lunch,American,Salad,,,tomato,lemon,salad,lettuce,crab,cake,tartar,sauce,peppers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Crab_Cakes,Crab_Cakes.jpg,Brady_s_Public_House/Crab_Cakes.jpg,526,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$12.00,,Meat,Lunch,American,Appetizer,,,sauce,cakes,tartar,crab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,Crab_Cakes,Crab_Cakes.jpg,Brio_Tuscan_Grille/Crab_Cakes.jpg,531,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Meat,dinner,,,,,cakes,potato,fingerling,vegetables,potatoes,creamy,horseradish,crab,roasted,crispy,seafood,,,,,,,,,,,,,,,,,,,,,,,,,,,,
532,Crab_Cakes,Crab_Cakes.jpg,Cafe_Trio/Crab_Cakes.jpg,532,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,,,,,,,blue,cakes,hash,mustard,classic,citrus,sauce,vegetables,fries,arugula,aioli,crab,roasted,slaw,root,asain,,,,,,,,,,,,,,,,,,,,,,,
533,Crab_Cakes,Crab_Cakes.jpg,Cooper_s_Hawk/Crab_Cakes.jpg,533,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,dinner,,,,,blue,cakes,hash,mustard,citrus,slaw,vegetables,fries,arugula,aioli,asian,crab,roasted,vegetable,root,sauce,,,,,,,,,,,,,,,,,,,,,,,
534,Crab_Cakes_Benedict,Crab_Cakes_Benedict.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_Cakes_Benedict.jpg,534,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,breakfast,,,cakes,poached,benedict,muffin,dungeness,crab,english,egg,toasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,Crab_Fried_Rice,Crab_Fried_Rice.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Fried_Rice.jpg,535,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,,,,succulent,slice,onion,slices,egg,jasmine,yellow,scallions,rice,cucumber,cucumbers,crab,lump,fried,stir,,,,,,,,,,,,,,,,,,,,,,,,
536,Crab_Fried_Rice1,Crab_Fried_Rice1.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Fried_Rice1.jpg,536,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,Other,,,,,succulent,slice,onion,slices,egg,jasmine,yellow,scallions,rice,cucumber,cucumbers,crab,rice1,lump,fried,stir,,,,,,,,,,,,,,,,,,,,,,,
537,Crab_Rangoon,Crab_Rangoon.jpg,Bo_Ling_s_Plaza/Crab_Rangoon.jpg,537,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,,,,,,,grown,rangoon,seafood,crunchy,appetizer,flaky,crab,fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,Crab_Rangoon,Crab_Rangoon.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Rangoon.jpg,538,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,,,,real,rangoon,sweet,crab,chili,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,Crab_Rangoon1,Crab_Rangoon1.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Rangoon1.jpg,539,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,lunch,,,,,real,rangoon,sweet,rangoon1,crab,chili,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
527,Crab_Rangoons,Crab_Rangoons.jpg,China_One_Express/Crab_Rangoons.jpg,527,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$5.25,6812197,Meat,Lunch,Chinese,Appetizer,,,rangoons,fried,crab,greasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Craft_Beer_Battered_Fish_and_Chips,Craft_Beer_Battered_Fish_and_Chips.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Craft_Beer_Battered_Fish_and_Chips.jpg,540,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,meats,,,tartar,alaskan,chips,fish,fries,beer,craft,cod,chesapeke,sauce,battered,,,,,,,,,,,,,,,,,,,,,,,,,,,,
541,Cranberry_Apple_Pecan_and_Chicken_Salad,Cranberry_Apple_Pecan_and_Chicken_Salad.jpg,Schlotzsky_s/Cranberry_Apple_Pecan_and_Chicken_Salad.jpg,541,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.50,11100307,Meat,lunch,american,salad,,,cheese,apple,salad,dressing,cranberries,goat,croutons,pecan,apples,cranberry,garlic,chicken,onions,greens,croutonss,,,,,,,,,,,,,,,,,,,,,,,,
542,Crawfish_Scampi_Po_Boy_Sandwich,Crawfish_Scampi_Po_Boy_Sandwich.jpg,Beignet/Crawfish_Scampi_Po_Boy_Sandwich.jpg,542,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.95,,Meat,Lunch,American,Sandwich,,,tomato,remoulade,sandwich,boy,provolone,potato,fries,shrimp,lettuce,sweet,crawfish,scampi,po,bread,,,,,,,,,,,,,,,,,,,,,,,,,
543,Cream_Cheese_Burrito,Cream_Cheese_Burrito.jpg,The_Salty_Iguana/Cream_Cheese_Burrito.jpg,543,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,lunch,,,,,,cheese,pork,rice,burrito,jalapeno,beef,with,flour,de,cheddar,pico,black,jack,beans,chicken,tortilla,sauce,or,gallo,cream,,,,,,,,,,,,,,,,,,
544,Cream_Cheese_Burrito1,Cream_Cheese_Burrito1.jpg,The_Salty_Iguana/Cream_Cheese_Burrito1.jpg,544,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,dinner,,,,,,cheese,pork,cheddar,chicken,cream,jalapeno,black,rice,sauce,gallo,flour,de,burrito1,jack,with,burrito,beef,pico,beans,tortilla,or,,,,,,,,,,,,,,,,,
545,Create_Your_Own_Flatbread,Create_Your_Own_Flatbread.jpg,Eden_Alley_Vegetaria/Create_Your_Own_Flatbread.jpg,545,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,flatbread,cheese,own,tofu,crumble,chickpea,veggies,falafel,crispy,your,vegetables,nuts,chickpeas,sauce,vegan,crumbles,crisp,beets,pico,grilled,berries,create,dried,,,,,,,,,,,,,,,,
546,Creme_Brulee,Creme_Brulee.jpg,Brio_Tuscan_Grille/Creme_Brulee.jpg,546,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Other,dessert,,,,,brulee,vanilla,sugar,bean,creme,beans,caramelized,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,Creme_Brulee,Creme_Brulee.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Creme_Brulee.jpg,547,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Other,breakfast,,dessert,,,brulee,dessert,sugar,creme,sweet,fresh,berries,caramelized,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
548,Creme_Brulee1,Creme_Brulee1.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Creme_Brulee1.jpg,548,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Other,dinner,,dessert,,,seasonal,brulee,sweet,sugar,creme,brulee1,fresh,berries,caramelized,cream,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,Creole_Chicken_Burger,Creole_Chicken_Burger.jpg,Beer_Kitchen/Creole_Chicken_Burger.jpg,549,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,,,tomato,cheese,cajun,potato,avocado,cheddar,blackened,burger,chicken,bun,aioli,chipotle,creole,white,,,,,,,,,,,,,,,,,,,,,,,,,
550,Creole_Chicken_Burger,Creole_Chicken_Burger1.jpg,Beer_Kitchen/Creole_Chicken_Burger1.jpg,550,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,,,tomato,cheese,cajun,potato,avocado,cheddar,blackened,burger,chicken,bun,aioli,chipotle,creole,white,,,,,,,,,,,,,,,,,,,,,,,,,
551,Creole_Chicken_Burger,Creole_Chicken_Burger2.jpg,Beer_Kitchen/Creole_Chicken_Burger2.jpg,551,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,,,tomato,cheese,cajun,potato,avocado,cheddar,blackened,burger,chicken,bun,aioli,chipotle,creole,white,,,,,,,,,,,,,,,,,,,,,,,,,
554,Crispy_Avocado_Taco,Crispy_Avocado_Taco.jpg,Unforked/Crispy_Avocado_Taco.jpg,554,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,vegetarian,lunch,,,,,tomato,greens,tempura,avocado,crispyy,fresh,taco,salsa,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
555,Crispy_Avocado_Taco,Crispy_Avocado_Taco1.jpg,Unforked/Crispy_Avocado_Taco1.jpg,555,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,vegetarian,breakfast,,,,,tomato,greens,tempura,avocado,crispyy,fresh,taco,salsa,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556,Crispy_Brussels_Sprouts,Crispy_Brussels_Sprouts.jpg,Cooper_s_Hawk/Crispy_Brussels_Sprouts.jpg,556,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,Other,,,,,crispyy,mint,sesame,aioli,cashews,sprouts,thai,brussels,crispy,chili,sriracha,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557,Crispy_Honey_Chicken,Crispy_Honey_Chicken.jpg,PF_Chang_s/Crispy_Honey_Chicken.jpg,557,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,lunch,,,,,crispyy,onion,sauce,honey,green,tangy,chicken,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
558,Crispy_Honey_Shrimp,Crispy_Honey_Shrimp.jpg,PF_Chang_s/Crispy_Honey_Shrimp.jpg,558,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,dinner,,,,,crispyy,onion,sauce,shrimp,honey,green,tangy,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
559,Crispy_Luisiana_Catfish,Crispy_Luisiana_Catfish.jpg,West_Bottoms_Kitchen_KC/Crispy_Luisiana_Catfish.jpg,559,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,,,,tomato,cajun,spicy,salad,corn,crispyy,luisiana,catfish,crispy,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,Crispy_Luisiana_Catfish,Crispy_Luisiana_Catfish1.jpg,West_Bottoms_Kitchen_KC/Crispy_Luisiana_Catfish1.jpg,560,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,lunch,,,,,tomato,remoulade,spicy,salad,corn,crispyy,luisiana,catfish,crispy,fish,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Crispy_Pig_Tail,Crispy_Pig_Tail.jpg,Black_Dirt/Crispy_Pig_Tail.jpg,561,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Meat,dinner,,,,,cilantro,jalapeno,pig,crispyy,tail,beans,vinaigrette,garlic,crispy,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
552,Crispy_Roast_Duck,Crispy_Roast_Duck.jpg,Sichuan_Dynasty/Crispy_Roast_Duck.jpg,552,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$14.99,12003648,meat,Dinner,asian,meat,,,crispyy,duck,crispy,roast,roasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
562,Crispy_Shrimp,Crispy_Shrimp.jpg,Michael_Forbes_Bar_and_Grille/Crispy_Shrimp.jpg,562,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Other,dinner,,,,,spicy,shrimp,crispyy,aioli,hot,chili,fried,crispy,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
553,Crispy_Tofu,Crispy_Tofu.jpg,Sichuan_Dynasty/Crispy_Tofu.jpg,553,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$6.99,12003430,vegan,Dinner,asian,substitute,,,crispyy,sauce,tofu,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Crow_Pie,Crow_Pie.jpg,Crows_Coffee/Crow_Pie.jpg,563,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Meat,Breakfast,Breakfast,breakfast,bakery,,sweet,pie,crow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Crunchy_Thai_Chicken_Salad,Crunchy_Thai_Chicken_Salad.jpg,The_Brick/Crunchy_Thai_Chicken_Salad.jpg,564,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.95,,meat,lunch,american,salad,,,cilantro,carrots,salad,crunchy,cucumbers,sesame,lettuce,ginger,dressing,peppers,peanuts,chicken,fried,sauce,thai,lime,,,,,,,,,,,,,,,,,,,,,,,
565,Crusty_Crab_Beignet,Crusty_Crab_Beignet.jpg,Beignet/Crusty_Crab_Beignet.jpg,565,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$6.00,,Meat,Lunch,American,breakfast,bread,,cheese,crusty,bacon,beignet,crab,goat,bread,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566,Cuban_Pizza,Cuban_Pizza.jpg,KC_Kitchen_and_Pizzeria/Cuban_Pizza.jpg,566,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,dinner,,,,,cuban,mustard,dijon,pork,pickles,pizza,pulled,ham,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
567,Curried_Coconut_Shrimp_and_Chicken,Curried_Coconut_Shrimp_and_Chicken.jpg,Lulu_s_Thai_Noodle_Shop/Curried_Coconut_Shrimp_and_Chicken.jpg,567,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,breakfast,,,,,coconut,rice,onion,vermicelli,cilantro,peas,basil,curried,chicken,shrimp,curry,thai,red,,,,,,,,,,,,,,,,,,,,,,,,,,
569,Curry_Dip,Curry_Dip.jpg,Eden_Alley_Vegetaria/Curry_Dip.jpg,569,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,,,,tomato,greens,potato,dip,onions,leaves,yeast,spiced,pita,fruit,leafy,curried,grilled,fresh,nutritional,spices,curry,chutney,bread,,,,,,,,,,,,,,,,,,,,
568,Curry_Spiced_Fries,Curry_Spiced_Fries.jpg,Brady_s_Public_House/Curry_Spiced_Fries.jpg,568,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$5.00,,Vegetarian,Lunch,American,Appetizer,,,fries,aioli,spiced,curry,lime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
570,Curry_Sweet_Potato_Wrap,Curry_Sweet_Potato_Wrap.jpg,The_Mixx/Curry_Sweet_Potato_Wrap.jpg,570,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,vegetarian,dinner,,,,,turkey,tomato,potato,sweet,avocado,arugula,gorgonzola,bacon,roasted,wrap,tortilla,curry,,,,,,,,,,,,,,,,,,,,,,,,,,,
571,Currywurst,Currywurst.jpg,Grunauer/Currywurst.jpg,571,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,,,,,,spicy,curry,hot,bratwurst,sauce,currywurst,meaty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,Custom_Pizza_large_pepperoni,Custom_Pizza_large.jpg,Suteras_Shawnee/Custom_Pizza_large.jpg,572,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$14.25,10804433,meat,lunch,italian,pizza,,,cheese,custom,large,pepperoni,peppers,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573,Custom_Pizza_small_Hawaiian,Custom_Pizza_small_Hawaiian.jpg,Suteras_Shawnee/Custom_Pizza_small_Hawaiian.jpg,573,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$6.75,10804433,meat,lunch,italian,pizza,,,cheese,ham,hawaiian,custom,pineapple,small,pizza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
574,Daddy_Bruce_Burrito,Daddy_Bruce_Burrito.jpg,TiKiTaco/Daddy_Bruce_Burrito.jpg,574,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,lunch,,,,,cheese,burrito,bruce,fries,pico,chorizo,breakfast,daddy,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575,Daddy_Duke_Po_Boy_Sandwich,Daddy_Duke_Po_Boy_Sandwich.jpg,Beignet/Daddy_Duke_Po_Boy_Sandwich.jpg,575,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$8.50,,Meat,Lunch,American,Sandwich,,,tomato,remoulade,sausage,sandwich,pork,duke,buttered,provolone,boy,cajun,lettuce,butter,dy,daddy,po,bread,,,,,,,,,,,,,,,,,,,,,,,
576,Daily_Flatbread,Daily_Flatbread.jpg,The_Brass_Onion/Daily_Flatbread.jpg,576,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,,,,flatbread,,from,creation,daily,year,old,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
577,Daily_Flatbread1,Daily_Flatbread1.jpg,The_Brass_Onion/Daily_Flatbread1.jpg,577,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,dinner,,,,,flatbread,,from,creation,daily,flatbread1,year,old,starter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,Dan-Dan_Noodles,Dan_Dan_Noodles.jpg,Sichuan_Dynasty/Dan_Dan_Noodles.jpg,578,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003419,meat,Dinner,asian,pasta,,,dan-dan,pork,spicy,chilis,onions,chiles,sesame,green,noodles,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
579,Dan-Dan_Noodles,Dan_Dan_Noodles1.jpg,Sichuan_Dynasty/Dan_Dan_Noodles1.jpg,579,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003419,meat,Dinner,asian,pasta,,,dan-dan,pork,spicy,chilis,onions,chiles,sesame,green,noodles,sauce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
580,Dark_Chocolate_Layer_Cake,Dark_Chocolate_Layer_Cake.jpg,Black_Dirt/Dark_Chocolate_Layer_Cake.jpg,580,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Other,dessert,,,,,layer,bananas,dessert,cookies,walnuts,dark,strawberry,cookie,cake,chocolate,banana,torte,,,,,,,,,,,,,,,,,,,,,,,,,,,
581,Daybreaker,Daybreaker.jpg,The_Oliver/Daybreaker.jpg,581,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,,,,,,,tomato,whites,eggs,avocado,jam,daybreaker,egg,toasted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
582,Deep_South_Caesar_Salad,Deep_South_Caesar_Salad.jpg,West_Bottoms_Kitchen_KC/Deep_South_Caesar_Salad.jpg,582,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,vegetarian,dinner,,,,,croutonss,salad,potato,sweet,cracklins,southern,deep,lettuce,caesar,romaine,cesar,croutons,south,,,,,,,,,,,,,,,,,,,,,,,,,,
583,Deluxe_Original-Style_Sandwich,Deluxe_Original_Style_Sandwich.jpg,Schlotzsky_s/Deluxe_Original_Style_Sandwich.jpg,583,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$5.50,11100319,Meat,lunch,american,sandwich,,,tomato,olives,sandwich,original-style,ham,lettuce,parmesan,cheddar,mozzarella,salami,dressing,mustard,deluxe,onions,original,sourdough,,,,,,,,,,,,,,,,,,,,,,,
584,Desperado,Desperado.jpg,Le_Peep/Desperado.jpg,584,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.49,11082101,Meat,breakfast,breakfast,breakfast,,,cheese,potato,chiles,desperado,green,salsa,chorizo,onions,egg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Dessert_of_the_Day_4_Chocolate_Cake,Dessert_of_the_Day_4_Chocolate_Cake.jpg,Eden_Alley_Vegetaria/Dessert_of_the_Day_4_Chocolate_Cake.jpg,585,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dessert,,,,,chopped,cheese,chiles,potato,dessert,eggs,of,ganache,chocolate,desperado,green,salsa,cake,chorizo,onions,chips,day,whipped,cream,,,,,,,,,,,,,,,,,,,,
586,Dessert_of_the_day_Almond_Green_Tea_Cake,Dessert_of_the_day_Almond_Green_Tea_Cake.jpg,Eden_Alley_Vegetaria/Dessert_of_the_day_Almond_Green_Tea_Cake.jpg,586,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dessert,,Dessert,,,chopped,tea,vanilla,almond,ganache,frosted,chocolate,chips,almonds,green,dessert,cake,of,extract,day,whipped,cream,,,,,,,,,,,,,,,,,,,,,,
