Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,Item24,Item25,Item26,Item27,,,,
524,Cowboy_Queso,Cowboy_Queso.jpg,Red_Door_Woodfired_Grill,524,"8001 West 159th Street, Overland Park, KS 66223",66223,Red_Door_Woodfired_Grill,,9132763667,,,vegetarian,lunch,mexican,appetizer,cheese,cowboy,queso,chips,dip,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,,
525,Crab_and_Lobster_Bisque,Crab_and_Lobster_Bisque.jpg,Cooper_s_Hawk/Crab_and_Lobster_Bisque.jpg,525,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,Other,,seafood,lobster,crab,bisque,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,Crab_and_Shrimp_Stuffed_Mushrooms,Crab_and_Shrimp_Stuffed_Mushrooms.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_and_Shrimp_Stuffed_Mushrooms.jpg,526,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,seafood,crab,appetizer,shrimp,mushrooms,stuffed,fried,baked,,,,,,,,,,,,,,,,,,,,,,,,
527,Crab_and_Shrimp_Stuffed_Salmon,Crab_and_Shrimp_Stuffed_Salmon.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_and_Shrimp_Stuffed_Salmon.jpg,527,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,seafood,stuffed,potatoes,vegetables,salmon,mashed,shrimp,crab,brie,,,,,,,,,,,,,,,,,,,,,,,
528,Crab_Cake_Salad,Crab_Cake_Salad.jpg,Brady_s_Public_House/Crab_Cake_Salad.jpg,528,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$13.00,,Meat,Lunch,American,Salad,tartar,lemons,salad,lettuce,cake,crab,peppers,sauce,tomatoes,,,,,,,,,,,,,,,,,,,,,,
529,Crab_Cakes,Crab_Cakes.jpg,Brady_s_Public_House/Crab_Cakes.jpg,529,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$12.00,,Meat,Lunch,American,Appetizer,sauce,cakes,tartar,crab,,,,,,,,,,,,,,,,,,,,,,,,,,,
530,Crab_Cakes,Crab_Cakes.jpg,Brio_Tuscan_Grille/Crab_Cakes.jpg,530,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Meat,dinner,,seafood,cakes,potatoes,vegetables,roasted,creamy,horseradish,crab,fingerling,crispy,seafood,,,,,,,,,,,,,,,,,,,,,
531,Crab_Cakes,Crab_Cakes.jpg,Cafe_Trio/Crab_Cakes.jpg,531,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,,,,seafood,blue,cakes,hash,citrus,arugula,aioli,crab,roasted,vegetable,root,,,,,,,,,,,,,,,,,,,,,
532,Crab_Cakes,Crab_Cakes.jpg,Cooper_s_Hawk/Crab_Cakes.jpg,532,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,Meat,dinner,,seafood,cakes,mustard,classic,slaw,fries,crab,sauce,asain,,,,,,,,,,,,,,,,,,,,,,,
533,Crab_Cakes_Benedict,Crab_Cakes_Benedict.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Crab_Cakes_Benedict.jpg,533,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,breakfast,breakfast,breakfast,cakes,poached,benedict,muffin,dungeness,crab,english,egg,toasted,,,,,,,,,,,,,,,,,,,,,,
534,Crab_Fried_Rice,Crab_Fried_Rice.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Fried_Rice.jpg,534,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,seafood,succulent,rice,onion,slices,egg,jasmine,lump,scallions,cucumber,yellow,crab,fried,stir,,,,,,,,,,,,,,,,,,
535,Crab_Fried_Rice1,Crab_Fried_Rice1.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Fried_Rice1.jpg,535,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,lunch,,seafood,succulent,rice,onion,slices,egg,jasmine,lump,scallions,cucumber,yellow,crab,rice1,fried,stir,,,,,,,,,,,,,,,,,
536,Crab_Rangoon,Crab_Rangoon.jpg,Bo_Ling_s_Plaza/Crab_Rangoon.jpg,536,"4701 Jefferson St, Kansas City, MO 64112",64112,Bo_Ling_s_Plaza,0,8167531718,,,meat,Lunch,,seafood,grown,rangoon,seafood,crunchy,appetizer,flaky,crab,fried,,,,,,,,,,,,,,,,,,,,,,,
537,Crab_Rangoon,Crab_Rangoon.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Rangoon.jpg,537,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,seafood,real,rangoon,sweet,crab,chili,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
538,Crab_Rangoon1,Crab_Rangoon1.jpg,Lulu_s_Thai_Noodle_Shop/Crab_Rangoon1.jpg,538,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,seafood,real,sweet,rangoon1,crab,chili,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
539,Crab_Rangoons,Crab_Rangoons.jpg,China_One_Express/Crab_Rangoons.jpg,539,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$5.25,6812197,Meat,Lunch,Chinese,Appetizer,rangoons,fried,crab,greasy,,,,,,,,,,,,,,,,,,,,,,,,,,,
540,Craft_Beer_Battered_Fish_and_Chips,Craft_Beer_Battered_Fish_and_Chips.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Craft_Beer_Battered_Fish_and_Chips.jpg,540,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,meat,dinner,,meats,tartar,alaskan,chips,fish,fries,beer,craft,cod,chesapeke,sauce,battered,,,,,,,,,,,,,,,,,,,,
541,Cranberry_Apple_Pecan_and_Chicken_Salad,Cranberry_Apple_Pecan_and_Chicken_Salad.jpg,Schlotzsky_s/Cranberry_Apple_Pecan_and_Chicken_Salad.jpg,541,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.50,11100307,Meat,lunch,american,salad,cheese,apple,pecans,greens,salad,cranberry,croutons,garlic,cranberries,dressing,pecan,chicken,onions,goat,apples,,,,,,,,,,,,,,,,
542,Crawfish_Scampi_Po_Boy_Sandwich,Crawfish_Scampi_Po_Boy_Sandwich.jpg,Beignet/Crawfish_Scampi_Po_Boy_Sandwich.jpg,542,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$9.95,,Meat,Lunch,American,Sandwich,remoulade,sandwich,potato,provolone,boy,fries,shrimp,lettuce,sweet,crawfish,scampi,po,tomatoes,bread,,,,,,,,,,,,,,,,,
543,Cream_Cheese_Burrito,Cream_Cheese_Burrito.jpg,The_Salty_Iguana/Cream_Cheese_Burrito.jpg,543,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,lunch,,burrito,cheese,pork,rice,burrito,jalapeno,beef,with,flour,de,cheddar,/,pico,black,jack,beans,chicken,tortilla,sauce,or,gallo,cream,,,,,,,,,,
544,Cream_Cheese_Burrito1,Cream_Cheese_Burrito1.jpg,The_Salty_Iguana/Cream_Cheese_Burrito1.jpg,544,"10478 S Ridgeview Rd, Olathe, KS 66061",66061,The_Salty_Iguana,1,9133109003,,,Meat,lunch,,burrito,cheese,pork,rice,jalapeno,beef,with,flour,de,cheddar,/,burrito1,pico,black,jack,beans,chicken,tortilla,sauce,or,gallo,cream,,,,,,,,,,
545,Create_Your_Own_Flatbread,Create_Your_Own_Flatbread.jpg,Eden_Alley_Vegetaria/Create_Your_Own_Flatbread.jpg,545,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,flatbread,flatbread,cheese,own,crisp,beets,nuts,create,tofu,vegan,crumble,falafel,chickpea,pico,veggies,grilled,berries,sauce,your,dried,,,,,,,,,,,,
546,Creme_Brulee,Creme_Brulee.jpg,Brio_Tuscan_Grille/Creme_Brulee.jpg,546,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Other,dessert,dessert,dessert,brulee,vanilla,sugar,bean,creme,caramelized,,,,,,,,,,,,,,,,,,,,,,,,,
547,Creme_Brulee,Creme_Brulee.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Creme_Brulee.jpg,547,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Other,dessert,dessert,dessert,brulee,dessert,sugar,creme,signature,fresh,berries,sweet,caramelized,,,,,,,,,,,,,,,,,,,,,,
548,Creme_Brulee1,Creme_Brulee1.jpg,McCormick_and_Schmick_s_Seafood_and_Steaks/Creme_Brulee1.jpg,548,"448 W 47th St, Kansas City, MO 64112",64112,McCormick_and_Schmick_s_Seafood_and_Steaks,0,8165316800,,,Other,dessert,dessert,dessert,seasonal,brulee,sweet,sugar,creme,brulee1,fresh,berries,caramelized,,,,,,,,,,,,,,,,,,,,,,
549,Creole_Chicken_Burger,Creole_Chicken_Burger.jpg,Beer_Kitchen/Creole_Chicken_Burger.jpg,549,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,tomato,cheese,cajun,potato,burger,avocado,white,cheddar,blackened,aioli,bun,chicken,creole,chipotle,,,,,,,,,,,,,,,,,
550,Creole_Chicken_Burger,Creole_Chicken_Burger1.jpg,Beer_Kitchen/Creole_Chicken_Burger1.jpg,550,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,tomato,cheese,cajun,potato,burger,avocado,white,cheddar,blackened,aioli,bun,chicken,creole,chipotle,,,,,,,,,,,,,,,,,
551,Creole_Chicken_Burger,Creole_Chicken_Burger2.jpg,Beer_Kitchen/Creole_Chicken_Burger2.jpg,551,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,burger,tomato,cheese,cajun,potato,burger,avocado,white,cheddar,blackened,aioli,bun,chicken,creole,chipotle,,,,,,,,,,,,,,,,,
552,Crispy_Avocado_Taco,Crispy_Avocado_Taco.jpg,Unforked/Crispy_Avocado_Taco.jpg,552,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,vegetarian,dinner,,taco,tomato,greens,tempura,avocado,fresh,taco,salsa,crispy,,,,,,,,,,,,,,,,,,,,,,,
553,Crispy_Avocado_Taco,Crispy_Avocado_Taco1.jpg,Unforked/Crispy_Avocado_Taco1.jpg,553,"2450 Grand Blvd, Kansas City, MO 64108",64108,Unforked,0,8162833675,,,vegetarian,lunch,,taco,tomato,natural,greens,tempura,avocado,taco,salsa,crispy,,,,,,,,,,,,,,,,,,,,,,,
554,Crispy_Brussels_Sprouts,Crispy_Brussels_Sprouts.jpg,Cooper_s_Hawk/Crispy_Brussels_Sprouts.jpg,554,"4686 Broadway St Kansas City, MO 64112",64112,Cooper_s_Hawk,0,8165311500,,,vegetarian,Other,,vegetables,crispy,sesame,aioli,cashews,sprouts,thai,brussels,mint,chili,sriracha,,,,,,,,,,,,,,,,,,,,,
555,Crispy_Honey_Chicken,Crispy_Honey_Chicken.jpg,PF_Chang_s/Crispy_Honey_Chicken.jpg,555,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,meats,onion,crispy,honey,green,tangy,chicken,sauce,,,,,,,,,,,,,,,,,,,,,,,,
556,Crispy_Honey_Shrimp,Crispy_Honey_Shrimp.jpg,PF_Chang_s/Crispy_Honey_Shrimp.jpg,556,"102 W 47th St, Kansas City, MO 64112",64112,PF_Chang_s,0,8169319988,,,,,,seafood,onion,crispy,shrimp,honey,green,tangy,sauce,,,,,,,,,,,,,,,,,,,,,,,,
557,Crispy_Luisiana_Catfish,Crispy_Luisiana_Catfish.jpg,West_Bottoms_Kitchen_KC/Crispy_Luisiana_Catfish.jpg,557,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,seafood,tomato,cajun,spicy,salad,corn,luisiana,catfish,crispy,fish,,,,,,,,,,,,,,,,,,,,,,
558,Crispy_Luisiana_Catfish,Crispy_Luisiana_Catfish1.jpg,West_Bottoms_Kitchen_KC/Crispy_Luisiana_Catfish1.jpg,558,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,Meat,dinner,,seafood,tomato,remoulade,spicy,salad,corn,luisiana,catfish,crispy,fish,,,,,,,,,,,,,,,,,,,,,,
559,Crispy_Pig_Tail,Crispy_Pig_Tail.jpg,Black_Dirt/Crispy_Pig_Tail.jpg,559,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Meat,dinner,,meats,cilantro,pigtail,jalapeno,pig,tail,beans,vinaigrette,garlic,crispy,lime,,,,,,,,,,,,,,,,,,,,,
560,Crispy_Roast_Duck,Crispy_Roast_Duck.jpg,Sichuan_Dynasty/Crispy_Roast_Duck.jpg,560,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$14.99,12003648,meat,Dinner,asian,meat,crispy,roast,duck,,,,,,,,,,,,,,,,,,,,,,,,,,,,
561,Crispy_Shrimp,Crispy_Shrimp.jpg,Michael_Forbes_Bar_and_Grille/Crispy_Shrimp.jpg,561,"128 W 63rd St, Kansas City, MO 64113",66113,Michael_Forbes_Bar_and_Grille,0,8163334355,,,Other,dinner,,seafood,spicy,shrimp,aioli,hot,chili,fried,crispy,red,,,,,,,,,,,,,,,,,,,,,,,
562,Crispy_Tofu,Crispy_Tofu.jpg,Sichuan_Dynasty/Crispy_Tofu.jpg,562,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$6.99,12003430,vegan,Dinner,asian,tofu,sauce,tofu,crispy,,,,,,,,,,,,,,,,,,,,,,,,,,,,
563,Crow_Pie,Crow_Pie.jpg,Crows_Coffee/Crow_Pie.jpg,563,"304 E 51st St, Kansas City, MO 64112",64112,Crows_Coffee,0,8168207502,,,Meat,Breakfast,Breakfast,breakfast,crow,pie,sweet,,,,,,,,,,,,,,,,,,,,,,,,,,,,
564,Crunchy_Thai_Chicken_Salad,Crunchy_Thai_Chicken_Salad.jpg,The_Brick/Crunchy_Thai_Chicken_Salad.jpg,564,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$8.95,,meat,lunch,american,salad,cilantro,crunchy,salad,carrots,cucumbers,sesame,lettuce,ginger,dressing,peppers,peanuts,chicken,fried,sauce,thai,lime,,,,,,,,,,,,,,,
565,Crusty_Crab_Beignet,Crusty_Crab_Beignet.jpg,Beignet/Crusty_Crab_Beignet.jpg,565,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$6.00,,Meat,Lunch,American,breakfast,cheese,crusty,bacon,beignet,crab,goat,bread,,,,,,,,,,,,,,,,,,,,,,,,
566,Cuban_Pizza,Cuban_Pizza.jpg,KC_Kitchen_and_Pizzeria/Cuban_Pizza.jpg,566,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,lunch,,pizza,cuban,ham,dijon,pork,pickles,pizza,pulled,mustard,,,,,,,,,,,,,,,,,,,,,,,
567,Curried_Coconut_Shrimp_and_Chicken,Curried_Coconut_Shrimp_and_Chicken.jpg,Lulu_s_Thai_Noodle_Shop/Curried_Coconut_Shrimp_and_Chicken.jpg,567,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,,,,meats,cilantro,onion,coconut,vermicelli,peas,shrimp,basil,curried,chicken,rice,thai,red,,,,,,,,,,,,,,,,,,,
568,Curry_Dip,Curry_Dip.jpg,Eden_Alley_Vegetaria/Curry_Dip.jpg,568,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,lunch,,appetizer,tomato,curry,greens,potatoes,dip,leafy,yeast,nutritional,pita,fruit,curried,grilled,fresh,spices,onions,chutney,bread,,,,,,,,,,,,,,
569,Curry_Spiced_Fries,Curry_Spiced_Fries.jpg,Brady_s_Public_House/Curry_Spiced_Fries.jpg,569,"5424 Troost Ave, Kansas City, MO 64110",64110,Brady_s_Public_House,0,8164379400,$5.00,,Vegetarian,Lunch,American,Appetizer,limes,spiced,fries,aioli,spices,curry,,,,,,,,,,,,,,,,,,,,,,,,,
570,Curry_Sweet_Potato_Wrap,Curry_Sweet_Potato_Wrap.jpg,The_Mixx/Curry_Sweet_Potato_Wrap.jpg,570,"4855 Main Street, Kansas City, MO 64112",64112,The_Mixx,0,8167562300,,,vegetarian,lunch,,wrap,turkey,tomato,potato,gargonzola,avocado,sweet,bacon,arugula,roasted,wrap,tortilla,curry,,,,,,,,,,,,,,,,,,,
571,Currywurst,Currywurst.jpg,Grunauer/Currywurst.jpg,571,"101 W 22nd St, Kansas City, MO 64108",64108,Grunauer,0,8162833234,,,Meat,dinner,,meats,spicy,curry,hot,bratwurst,messy,sauce,currywurst,,,,,,,,,,,,,,,,,,,,,,,,
572,Custom_Pizza_large_pepperoni,Custom_Pizza_large.jpg,Suteras_Shawnee/Custom_Pizza_large.jpg,572,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$14.25,10804433,meat,lunch,italian,pizza,cheese,custom,large,pepperoni,peppers,pizza,,,,,,,,,,,,,,,,,,,,,,,,,
573,Custom_Pizza_small_Hawaiian,Custom_Pizza_small_Hawaiian.jpg,Suteras_Shawnee/Custom_Pizza_small_Hawaiian.jpg,573,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$6.75,10804433,meat,lunch,italian,pizza,cheese,pineapples,ham,hawaiian,custom,small,pizza,,,,,,,,,,,,,,,,,,,,,,,,
574,Daddy_Bruce_Burrito,Daddy_Bruce_Burrito.jpg,TiKiTaco/Daddy_Bruce_Burrito.jpg,574,"1710 W 39th St, Kansas City, MO 64111",64111,TiKiTaco,0,8164893686,,,Meat,breakfast,,burrito,cheese,burrito,bruce,fries,pico,chorizo,breakfast,daddy,egg,,,,,,,,,,,,,,,,,,,,,,
575,Daddy_Duke_Po_Boy_Sandwich,Daddy_Duke_Po_Boy_Sandwich.jpg,Beignet/Daddy_Duke_Po_Boy_Sandwich.jpg,575,"307 Main St, Kansas City, MO 64105",64105,Beignet,0,8164720777,$8.50,,Meat,Lunch,American,Sandwich,butter,remoulade,sausage,sandwich,pork,duke,provolone,boy,cajun,lettuce,daddy,po,tomatoes,bread,,,,,,,,,,,,,,,,,
576,Daily_Flatbread,Daily_Flatbread.jpg,The_Brass_Onion/Daily_Flatbread.jpg,576,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,flatbread,,200,old,creation,daily,year,flatbread,from,starter,,,,,,,,,,,,,,,,,,,,,,
577,Daily_Flatbread1,Daily_Flatbread1.jpg,The_Brass_Onion/Daily_Flatbread1.jpg,577,"5501 W 135th St, Overland Park, KS 66224",66224,The_Brass_Onion,0,9138515940,,,Other,Other,,flatbread,,200,old,creation,daily,flatbread1,year,from,starter,,,,,,,,,,,,,,,,,,,,,,
578,Dan-Dan_Noodles,Dan_Dan_Noodles.jpg,Sichuan_Dynasty/Dan_Dan_Noodles.jpg,578,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003419,meat,Dinner,asian,pasta,dan-dan,pork,spicy,chilis,onions,sesame,green,noodles,sauce,,,,,,,,,,,,,,,,,,,,,,
579,Dan-Dan_Noodles,Dan_Dan_Noodles1.jpg,Sichuan_Dynasty/Dan_Dan_Noodles1.jpg,579,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003419,meat,Dinner,asian,pasta,dan-dan,pork,spicy,chilis,onions,sesame,green,noodles,sauce,,,,,,,,,,,,,,,,,,,,,,
580,Dark_Chocolate_Layer_Cake,Dark_Chocolate_Layer_Cake.jpg,Black_Dirt/Dark_Chocolate_Layer_Cake.jpg,580,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Other,dessert,dessert,dessert,layer,dessert,walnut,dark,strawberry,cookie,cake,chocolate,banana,torte,,,,,,,,,,,,,,,,,,,,,
581,Daybreaker,Daybreaker.jpg,The_Oliver/Daybreaker.jpg,581,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,vegetarian,breakfast,breakfast,breakfast,tomato,toast,whites,eggs,avocado,jam,daybreaker,egg,,,,,,,,,,,,,,,,,,,,,,,
582,Deep_South_Caesar_Salad,Deep_South_Caesar_Salad.jpg,West_Bottoms_Kitchen_KC/Deep_South_Caesar_Salad.jpg,582,"1623 Genessee St, Kansas City, MO 64102",64102,West_Bottoms_Kitchen_KC,0,8168789694,,,vegetarian,dinner,,salad,salad,potato,sweet,cracklins,deep,lettuce,caesar,romain,cesar,croutons,south,,,,,,,,,,,,,,,,,,,,
583,Deluxe_Original-Style_Sandwich,Deluxe_Original_Style_Sandwich.jpg,Schlotzsky_s/Deluxe_Original_Style_Sandwich.jpg,583,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$5.50,11100319,Meat,lunch,american,salad,olives,sandwich,original-style,ham,lettuce,dressing,cheddar,sourdough,salami,parmesan,deluxe,onions,mozzarella,tomatoes,mustard,,,,,,,,,,,,,,,,
584,Desperado,Desperado.jpg,Le_Peep/Desperado.jpg,584,"7218 College Blvd. Overland Park KS, 66210",66210,Le_Peep,1,9136619441,$9.49,11082101,Dietary,Type_of_meal,Genre,Class1,desperado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
585,Dessert_of_the_Day_4_Chocolate_Cake,Dessert_of_the_Day_4_Chocolate_Cake.jpg,Eden_Alley_Vegetaria/Dessert_of_the_Day_4_Chocolate_Cake.jpg,585,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,Meat,breakfast,breakfast,breakfast,cheese,potatoes,eggs,of,chiles,chocolate,green,dessert,salsa,cake,chorizo,onions,day,,,,,,,,,,,,,,,,,,
586,Dessert_of_the_day_Almond_Green_Tea_Cake,Dessert_of_the_day_Almond_Green_Tea_Cake.jpg,Eden_Alley_Vegetaria/Dessert_of_the_day_Almond_Green_Tea_Cake.jpg,586,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dessert,dessert,dessert,chopped,dessert,almond,ganache,chocolate,cake,green,of,tea,chips,day,whipped,cream,,,,,,,,,,,,,,,,,,
587,Dessert_of_the_Day_Carrot_Cake,Dessert_of_the_Day_Carrot_Cake.jpg,Eden_Alley_Vegetaria/Dessert_of_the_Day_Carrot_Cake.jpg,587,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dessert,dessert,dessert,chopped,tea,vanilla,almond,carrot,of,green,dessert,cake,frosting,extract,day,,,,,,,,,,,,,,,,,,,
588,Dessert_of_the_Day_Citrus_Mousse,Dessert_of_the_Day_Citrus_Mousse.jpg,Eden_Alley_Vegetaria/Dessert_of_the_Day_Citrus_Mousse.jpg,588,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,vegetarian,dessert,dessert,dessert,cheese,citrus,flour,of,mousse,sugar,carrot,dessert,frosting,egg,milk,day,cream,,,,,,,,,,,,,,,,,,
589,Deviled_Eggs,Deviled_eggs.jpg,Beer_Kitchen/Deviled_eggs.jpg,589,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,dessert,dessert,dessert,lemon,deviled,eggs,sugar,white,egg,milk,lime,,,,,,,,,,,,,,,,,,,,,,,
590,Deviled_Eggs,Deviled_Eggs1.jpg,Beer_Kitchen/Deviled_Eggs1.jpg,590,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,american,appetizer,deviled,caviar,eggs,salmon,wasabi,serrano,egg,,,,,,,,,,,,,,,,,,,,,,,,
591,Diablitos_Tostada,Diablitos_Tostada.jpg,El_Fogon/Diablitos_Tostada.jpg,591,"4037 Mill St, Kansas City, MO 64111",64111,El_Fogon,0,8169829945,,,meat,lunch,american,appetizer,tostada,deviled,caviar,salmon,wasabi,serrano,diablitos,egg,,,,,,,,,,,,,,,,,,,,,,,
592,Dip_Duet,Dip_Duet.jpg,Eden_Alley_Vegetaria/Dip_Duet.jpg,592,"707 W 47th St, Kansas City, MO 64112",64112,Eden_Alley_Vegetaria,0,8165615415,,,meat,Dinner,,,cheese,spicy,mexican,onion,hot,beans,duet,dip,,,,,,,,,,,,,,,,,,,,,,,
593,Dip_Duo,Dip_Duo.jpg,The_Oliver/Dip_Duo.jpg,593,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,vegetarian,Lunch,,Appetizer,flatbread,gluten,potato,dip,duo,free,veggies,pita,tortilla,chips,,,,,,,,,,,,,,,,,,,,,
594,Dip_Duo,Dip_Duo1.jpg,The_Oliver/Dip_Duo1.jpg,594,"4807 Jefferson St, Kansas City, MO 64112",64112,The_Oliver,0,8163842500,,,vegetarian,lunch,,Appetizer,tortillas,mexican,guacamole,onion,duo,dip,deep-fried,salsa,chips,tomatoes,,,,,,,,,,,,,,,,,,,,,
595,Diver_Scallops,Diver_Scallops.jpg,Cafe_Trio/Diver_Scallops.jpg,595,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,vegetarian,Dinner,,Appetizer,cheese,barfood,dips,avokado,salty,salsa,scallops,chips,diver,,,,,,,,,,,,,,,,,,,,,,
596,Dolchino_Trio,Dolchino_Trio.jpg,Brio_Tuscan_Grille/Dolchino_Trio.jpg,596,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,,,,seafood,tomato,vinegar,trio,boulevard,haricots,dolchino,broth,hush,garlic,verts,puppies,smoked,gastrique,malt,,,,,,,,,,,,,,,,,
597,Domo_Bowl,Domo_Bowl.jpg,Domo/Domo_Bowl.jpg,597,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,Other,dessert,dessert,dessert,petite,of,domo,bowl,desserts,each,our,,,,,,,,,,,,,,,,,,,,,,,,
598,Domo_Roll,Domo_Roll.jpg,Domo/Domo_Roll.jpg,598,"6322 Brookside Plaza, Kansas City, MO 64113",64113,Domo,0,8163336315,,,,,,bowl,heart,coconut,based,greens,domo,broth,shrimp,udon,noodles,roll,cream,,,,,,,,,,,,,,,,,,,,
