Number,Description,File_name,foodPic,ID,Location,Zipcode,Restaurant_Name,Offer_Delivery,Phone,Price,EatStreetAPIKey,Dietary,Type_of_meal,Genre,Class1,Class2,Class3,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Item9,Item10,Item11,Item12,Item13,Item14,Item15,Item16,Item17,Item18,Item19,Item20,Item21,Item22,Item23,,,,,,,,
329,Cheesy_Garlic_Bread,Cheesy_Garlic_Bread.jpg,Cupini_s/Cheesy_Garlic_Bread.jpg,329,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$2.99,9686621,Vegetarian,Lunch,Italian,bread,appetizer,,cheese,herb,cheesy,garlic,toasted,bread,,,,,,,,,,,,,,,,,,,,,,,,,
330,Cheesy_Ancho_Corn_Dip,Cheesy_Ancho_Corn_Dip.jpg,Beer_Kitchen/Cheesy_Ancho_Corn_Dip.jpg,330,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,american,appetizer,,,cheese,pepper,ancho,chips,corn,cheddar,cheesy,salsa,white,dip,chipotle,,,,,,,,,,,,,,,,,,,,
331,Cheesy_Ancho_Corn_Dip,Cheesy_Ancho_Corn_Dip1.jpg,Beer_Kitchen/Cheesy_Ancho_Corn_Dip1.jpg,331,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,vegetarian,lunch,american,appetizer,,,cheese,pepper,ancho,chips,corn,cheddar,cheesy,salsa,white,dip,chipotle,,,,,,,,,,,,,,,,,,,,
332,Cheesy_Hushpuppies,Cheesy_Hushpuppies.jpg,Char_Bar/Cheesy_Hushpuppies.jpg,332,"4050 Pennsylvania Ave #150, Kansas City, MO 64111",64111,Char_Bar,0,8163898600,,,Other,Other,,,,,jalapeÃ­Â±o,cheese,hushpuppies,beer,jam,grits,fritters,cheesy,blanc,,,,,,,,,,,,,,,,,,,,,,
333,Chef_s_Sashimi,Chef_s_Sashimi.jpg,Friends_Sushi_and_Bento_Place/Chef_s_Sashimi.jpg,333,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,chef,sashimi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,Chef_s_Sushi,Chef_s_Sushi.jpg,Friends_Sushi_and_Bento_Place/Chef_s_Sushi.jpg,334,"1808 W 39th St, Kansas City, MO 64111",64111,Friends_Sushi_and_Bento_Place,0,8167536666,,,,,,,,,chef,sushi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,Chef_Salad,Chef_Salad.jpg,The_Bar_West_Plaza/Chef_Salad.jpg,335,"1121 W 47th St, Kansas City, MO 64112",64112,The_Bar_West_Plaza,0,8162166485,,,Meat,breakfast,Ham,turkey,,,cheese,salad,avocado,bacon,chef,egg,tomatoes,,,,,,,,,,,,,,,,,,,,,,,,
336,Cherry_Iced_Cake_Donut,Cherry_Iced_Cake_Donut.jpg,LaMar_s_Donuts/Cherry_Iced_Cake_Donut.jpg,336,"12520 Quivira Rd, Overland Park, KS 66213",66213,LaMar_s_Donuts,1,9134024426,$1.29,9897881,Vegetarian,Breakfast,Breakfast,breakfast,dessert,bakery,icing,iced,sweet,donut,cherries,cherry,cake,,,,,,,,,,,,,,,,,,,,,,,,
337,Cherry_Danish,Cherry_Danish.jpg,Bloom_Baking_Company/Cherry_Danish.jpg,337,"15 E 3rd St, Kansas City, MO 64106",64106,Bloom_Baking_Company,0,8162838437,,,,,,,,,danish,cherries,cherry,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,Chicago_Garden_Dog,Chicago_Garden_Dog.jpg,The_Brick/Chicago_Garden_Dog.jpg,338,"1727 McGee St, Kansas City, MO 64108",64108,The_Brick,0,8164211634,$7.45,,meat,lunch,american,sandwich,,,pepper,mustard,chicago,dog,celery,lettuce,hot,pickles,onions,relish,tomatoes,garden,,,,,,,,,,,,,,,,,,,
339,Chicharrones,Chicharrones.jpg,The_Bite/Chicharrones.jpg,339,"23 E 3rd St, Kansas City, MO 64106",64106,The_Bite,0,8165036059,$3.00,,meat,dessert,mexican,appetizer,,,cilantro,fried,limes,pork,hot,belly,feta,chicharrones,sauce,,,,,,,,,,,,,,,,,,,,,,
340,Chicka_Chicka_Boom_Boom,Chicka_Chicka_Boom_Boom.jpg,Chuy_s/Chicka_Chicka_Boom_Boom.jpg,340,"209 W 46th Terrace, Kansas City, MO 64112",64112,Chuy_s,0,8169312783,,,Meat,dinner,,,,,cheese,cilantro,mexican,sauce,onions,chiles,new,hand,juice,chicka,green,boom,roasted,fresh,chicken,tomatillos,pulled,lime,,,,,,,,,,,,,
341,Chicken_and_Dumpling_Soup,Chicken_and_Dumpling_Soup.jpg,Schlotzsky_s/Chicken_and_Dumpling_Soup.jpg,341,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100293,Meat,lunch,american,soup,,,dumplings,broth,carrots,parsley,dumpling,celery,soup,green,chicken,onions,,,,,,,,,,,,,,,,,,,,,
342,Chicken_and_Eggplant_with_Garlic_Sauce,Chicken_and_Eggplant_with_Garlic_Sauce.jpg,China_One_Express/Chicken_and_Eggplant_with_Garlic_Sauce.jpg,342,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$10.95,9196135,Meat,Dinner,Chinese,rice dish,,,spicy,garlic,eggplant,chicken,rice,sauce,,,,,,,,,,,,,,,,,,,,,,,,,
343,Chicken_and_Prosciutto_Tortellini,Chicken_and_Prosciutto_Tortellini.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini.jpg,343,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,Meat,Dinner,Italian,pasta,,,cheese,tortellini,herb,marinara,prosciutto,parmesan,chicken,sauce,,,,,,,,,,,,,,,,,,,,,,,
344,Chicken_and_Prosciutto_Tortellini,Chicken_and_Prosciutto_Tortellini1.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini1.jpg,344,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,Meat,Dinner,Italian,pasta,,,cheese,tortellini,herb,marinara,prosciutto,parmesan,chicken,sauce,,,,,,,,,,,,,,,,,,,,,,,
345,Chicken_and_Prosciutto_Tortellini,Chicken_and_Prosciutto_Tortellini2.jpg,Cupini_s/Chicken_and_Prosciutto_Tortellini2.jpg,345,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$9.25,9686649,Meat,Dinner,Italian,pasta,,,cheese,tortellini,herb,marinara,prosciutto,parmesan,chicken,sauce,,,,,,,,,,,,,,,,,,,,,,,
346,Chicken_and_Wild_Rice_Soup,Chicken_and_Wild_Rice_Soup.jpg,Schlotzsky_s/Chicken_and_Wild_Rice_Soup.jpg,346,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$4.50,11100292,Meat,lunch,american,soup,,,croutonss,soup,wild,chicken,rice,sauce,cream,,,,,,,,,,,,,,,,,,,,,,,,
347,Chicken_Bacon_SmokeCheesy_Sandwich,Chicken_Bacon_SmokeCheesy_Sandwich.jpg,Schlotzsky_s/Chicken_Bacon_SmokeCheesy_Sandwich.jpg,347,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.00,11100414,Meat,Lunch,american,sandwich,,,cheese,sandwich,cheddar,mayo,smokecheesy,bacon,lettuce,chipotle,bun,chicken,onions,sourdough,tomatoes,,,,,,,,,,,,,,,,,,
348,Chicken_Breast_Pita,ChickenBreastPita.jpg,Pita_Pit/ChickenBreastPita.jpg,348,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110899,Meat,Lunch,American,Wrap,,,spinach,cucumbers,breast,pita,chicken,tortilla,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
349,Chicken_Breast_Pita,ChickenBreastPita1.jpg,Pita_Pit/ChickenBreastPita1.jpg,349,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110899,Meat,Lunch,American,Wrap,,,cucumbers,lettuce,breast,pita,chicken,tortilla,onions,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
350,Chicken_Broth_Wontons,Chicken_Broth_Wontons.jpg,Sichuan_Dynasty/Chicken_Broth_Wontons.jpg,350,"7206 West 119th Street Overland Park, 66213",66213,Sichuan_Dynasty,1,9133399378,$5.99,12003410,meat,lunch,asian,soup,appetizer,,dumplings,wontons,broth,chicken,scallions,,,,,,,,,,,,,,,,,,,,,,,,,,
351,Chicken_Caesar_Pita,ChickenCaesarPita.jpg,Pita_Pit/ChickenCaesarPita.jpg,351,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110854,Meat,Lunch,American,Wrap,,,parmesan,bacon,lettuce,caesar,dressing,peppers,chicken,tortilla,pita,,,,,,,,,,,,,,,,,,,,,,
352,Chicken_Caesar_Pita,ChickenCaesarPita1.jpg,Pita_Pit/ChickenCaesarPita1.jpg,352,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110854,Meat,Lunch,American,Wrap,,,parmesan,bacon,lettuce,caesar,dressing,peppers,chicken,tortilla,onions,pita,,,,,,,,,,,,,,,,,,,,,
353,Chicken_Caesar_Pita,ChickenCaesarPita2.jpg,Pita_Pit/ChickenCaesarPita2.jpg,353,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110854,Meat,Lunch,American,Wrap,,,parmesan,bacon,lettuce,caesar,dressing,pita,chicken,tortilla,,,,,,,,,,,,,,,,,,,,,,,
354,Chicken_Caesar_Pita,ChickenCaesarPita3.jpg,Pita_Pit/ChickenCaesarPita3.jpg,354,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110854,Meat,Lunch,American,Wrap,,,parmesan,bacon,lettuce,caesar,dressing,pita,chicken,tortilla,,,,,,,,,,,,,,,,,,,,,,,
355,Chicken_Caesar_Pita,ChickenCaesarPita4.jpg,Pita_Pit/ChickenCaesarPita4.jpg,355,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110854,Meat,Lunch,American,Wrap,,,parmesan,bacon,lettuce,caesar,dressing,pita,chicken,tortilla,,,,,,,,,,,,,,,,,,,,,,,
356,Chicken_Caesar_Salad,Chicken_Caesar_Salad.jpg,Schlotzsky_s/Chicken_Caesar_Salad.jpg,356,"12221 S Strangline Rd Olathe KS, 66062",66062,Schlotzsky_s,1,9137822867,$8.50,11100312,Meat,lunch,American,Salad,,,cheese,croutonss,salad,parmesan,lettuce,caesar,garlic,dressing,chicken,,,,,,,,,,,,,,,,,,,,,,
357,Chicken_Crave_Pita,ChickenCravePita1.jpg,Pita_Pit/ChickenCravePita1.jpg,357,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.89,12110856,Meat,Lunch,American,Wrap,,,ham,cucumbers,lettuce,crave,peppers,chicken,tortilla,onions,pita,tomatoes,,,,,,,,,,,,,,,,,,,,,
358,Chicken_Dhaba,Chicken_Dhaba.jpg,Kulture_Kurry/Chicken_Dhaba.jpg,358,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$14.00,9563753,Meat,Dinner,Indian,rice dish,meats,,spicy,dhaba,parsley,garlic,chicken,rice,sauce,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
359,Chicken_Dhaba,Chicken_Dhaba2.jpg,Kulture_Kurry/Chicken_Dhaba2.jpg,359,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$14.00,9563753,Meat,Dinner,Indian,rice dish,meats,,spicy,dhaba,parsley,garlic,chicken,rice,sauce,tomatoes,,,,,,,,,,,,,,,,,,,,,,,
360,Chicken_Egg_Roll,Chicken_Egg_Roll.jpg,China_One_Express/Chicken_Egg_Roll.jpg,360,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$3.80,9196133,Meat,Lunch,Chinese,Appetizer,,,roll,chicken,fried,egg,rolls,greasy,,,,,,,,,,,,,,,,,,,,,,,,,
361,Chicken_Kali_Mirch,Chicken_Kali_Mirch.jpg,Kulture_Kurry/Chicken_Kali_Mirch.jpg,361,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$14.00,9563754,Meat,Dinner,Indian,rice dish,meats,,kali,naan,mirch,peppercorns,yogurt,chicken,rice,sauce,bread,,,,,,,,,,,,,,,,,,,,,,
362,Chicken_Lo_Mein,Chicken_Lo_Mein.jpg,China_One_Express/Chicken_Lo_Mein.jpg,362,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$6.95,6812475,Meat,Lunch,Chinese,pasta,,,lo,chicken,noodles,onions,mein,,,,,,,,,,,,,,,,,,,,,,,,,,
363,Chicken_Panini,Chicken_Panini.jpg,Cupini_s/Chicken_Panini.jpg,363,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,$5.59,9686679,Meat,Lunch,Italian,Sandwich,,,lemon,provolone,lettuce,panini,peppers,chicken,pesto,bread,,,,,,,,,,,,,,,,,,,,,,,
364,Chicken_Picatta,Chicken_Picatta.jpg,Cupini_s/Chicken_Picatta.jpg,364,"1809 Westport Rd Kansas City MO, 64111",64111,Cupini_s,1,8167537662,,,Meat,Dinner,Italian,meats,,,lemon,asparagus,buttered,mushrooms,chicken,sauce,picatta,wine,,,,,,,,,,,,,,,,,,,,,,,
365,Chicken_Souvlaki_Pita,ChickenSouvlakiPita.jpg,Pita_Pit/ChickenSouvlakiPita.jpg,365,"4825 W 117th St Leawood KS, 66211",66211,Pita_Pit,1,9137016587,$5.69,12110897,Meat,Lunch,American,Wrap,,,olives,ranch,avocado,mushrooms,peppers,souvlaki,pita,chicken,tortilla,onions,,,,,,,,,,,,,,,,,,,,,
366,Chicken_Tikka_Kulcha,Chicken_Tikka_Kulcha.jpg,Kulture_Kurry/Chicken_Tikka_Kulcha.jpg,366,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$5.00,9563711,Meat,Dinner,Indian,bread,appetizer,,flatbread,tikka,naan,kulcha,chicken,bread,,,,,,,,,,,,,,,,,,,,,,,,,
367,Chicken_Vindaloo,Chicken_Vindaloo.jpg,Kulture_Kurry/Chicken_Vindaloo.jpg,367,"9940 College Blvd Overland Park KS, 66210",66210,Kulture_Kurry,1,9133399511,$12.00,9563752,Meat,Dinner,Indian,misc,soup,,soup,chicken,spicy,vindaloo,potatoes,,,,,,,,,,,,,,,,,,,,,,,,,,
368,Chicken_with_Broccoli_All_Day_Combo_Dinner,Chicken_with_Broccoli.jpg,China_One_Express/Chicken_with_Broccoli.jpg,368,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6818141,Meat,Dinner,Chinese,meats,,,carrots,day,dinner,combo,chicken,rice,sauce,broccoli,,,,,,,,,,,,,,,,,,,,,,,
369,Chicken_with_Cashew_Nuts_All_Day_Combo_Dinner,Cashew_Chicken.jpg,China_One_Express/Cashew_Chicken.jpg,369,"11176 Antioch Rd, Overland Park, KS 66210",66210,China_One_Express,1,9134515959,$8.75,6812653,Meat,Dinner,Chinese,Meats,,,rangoons,cashew,nuts,dinner,cashews,crab,combo,chicken,rice,sauce,day,,,,,,,,,,,,,,,,,,,,
370,Chicken_Alfredo_Pizza,Chicken_Alfredo_Pizza.jpg,Joe_s_Pizza_Buy_the_Slice/Chicken_Alfredo_Pizza.jpg,370,"4058 Pennsylvania Ave, Kansas City, MO 64111",64111,Joe_s_Pizza_Buy_the_Slice,0,8169312777,,,Meat,dinner,,,,,onion,bacon,mushrooms,alfredo,grilled,chicken,sauce,mozzarella,pizza,,,,,,,,,,,,,,,,,,,,,,
371,Chicken_and_Mushroom_Vol_au_Vent,Chicken_and_Mushroom_Vol_au_Vent.jpg,Andre_s_Confiserie_Suisse/Chicken_and_Mushroom_Vol_au_Vent.jpg,371,"5018 Main St, Kansas City, MO 64112",64112,Andre_s_Confiserie_Suisse,0,8165613440,,,,,,,,,vol,vent,chicken,au,mushroom,,,,,,,,,,,,,,,,,,,,,,,,,,
372,Chicken_and_Orzo_Soup,Chicken_and_Orzo_Soup.jpg,Zoes_Kitchen/Chicken_and_Orzo_Soup.jpg,372,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,,,,,,,soup,chicken,orzo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,Chicken_and_Sauage_Gumbo,Chicken_and_Sauage_Gumbo.jpg,Gram and Dun/Chicken_and_Sauage_Gumbo.jpg,373,"600 Ward Pkwy Kansas City, MO 64112",64112,Gram and Dun,0,8163892900,,,,,,,,,chicken,sauage,gumbo,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,Chicken_and_Waffle_Dinner,Chicken_and_Waffle_Dinner.jpg,Beer_Kitchen/Chicken_and_Waffle_Dinner.jpg,374,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,"breakfast, lunch","breakfast, american",breakfast,,,gravy,mustard,maple,sweet,bacon,chives,waffle,dinner,breast,marinade,chicken,fried,syrup,cheddar,,,,,,,,,,,,,,,,,
375,Chicken_and_Waffle_Dinner,Chicken_and_Waffle_Dinner1.jpg,Beer_Kitchen/Chicken_and_Waffle_Dinner1.jpg,375,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,"breakfast, lunch","breakfast, american",breakfast,,,gravy,mustard,maple,sweet,bacon,chives,waffle,dinner,breast,marinade,chicken,fried,syrup,cheddar,,,,,,,,,,,,,,,,,
376,Chicken_and_Waffles,Chicken_and_Waffles.jpg,Chubby_s/Chicken_and_Waffles.jpg,376,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,breakfast,,,,,pepper,oil,buttered,milk,waffles,hot,vegetable,chicken,saltground,syrup,egg,maple,sauce,,,,,,,,,,,,,,,,,,
377,Chicken_Apple_Dog,Chicken_Apple_Dog.jpg,Wiener_Kitchen/Chicken_Apple_Dog.jpg,377,"9645 W 87th St Overland Park, KS 66212",66212,Wiener_Kitchen,0,9132968023,8,,meat,"breakfast, lunch",German,hot dog,,,sausage,apple,thyme,pecans,cider,dog,toasted,aioli,wiener,cranberries,chicken,chutney,apples,,,,,,,,,,,,,,,,,,
378,Chicken_Bacon_Ranch_Sandwich,Chicken_Bacon_Ranch_Sandwich.jpg,Chubby_s/Chicken_Bacon_Ranch_Sandwich.jpg,378,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,breakfast,,,,,cheese,sandwich,ranch,bacon,chicken,bread,,,,,,,,,,,,,,,,,,,,,,,,,
379,Chicken_Blue,Chicken_Blue.jpg,Cafe_Trio/Chicken_Blue.jpg,379,"4558 Main St, Kansas City, MO 64111",64111,Cafe_Trio,0,8167563227,,,,,,,,,blue,cheese,potato,campo,bacon,dijon,pangrattato,confit,lindo,prosciutto,carrotbise,breast,soubise,swiss,braised,chicken,red,,,,,,,,,,,,,,
380,Chicken_Caesar_salad,Chicken_Caesar_salad.jpg,KC_Kitchen_and_Pizzeria/Chicken_Caesar_salad.jpg,380,"3906 Waddell Ave, Kansas City, MO 64111",64111,KC_Kitchen_and_Pizzeria,0,8165994533,,,Meat,dinner,,,,,croutonss,salad,crispyy,grilled,caesar,parmesan,romaine,chicken,,,,,,,,,,,,,,,,,,,,,,,
381,Chicken_Caesar_Wrap,Chicken_Caesar_Wrap.jpg,Muscle_Maker_Grill/Chicken_Caesar_Wrap.jpg,381,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$8.50,11997907,Meat,Lunch,American,Wrap,,,cheese,dressing,lettuce,caesar,parmesan,wrap,chicken,tortilla,,,,,,,,,,,,,,,,,,,,,,,
382,Chicken_Caesar_Wrap,Chicken_Caesar_Wrap1.jpg,Muscle_Maker_Grill/Chicken_Caesar_Wrap1.jpg,382,"14967 W 119th St Olathe KS, 66062",66062,Muscle_Maker_Grill,1,9135385253,$8.50,11997907,Meat,lunch,American,Wrap,,,cheese,dressing,lettuce,caesar,parmesan,wrap,chicken,tortilla,,,,,,,,,,,,,,,,,,,,,,,
383,Chicken_Drunken_Noodles,Chicken_Drunken_Noodles.jpg,Lulu_s_Thai_Noodle_Shop/Chicken_Drunken_Noodles.jpg,383,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,drunken,wide,rice,tossed,peanuts,chinese,bell,broccoli,scallions,peppers,beans,wok,sprouts,basil,green,chicken,noodles,egg,thai,red,lemongrass,,,,,,,,,,
384,Chicken_Enchilada_Stack,Chicken_Enchilada_Stack.jpg,Yard_House/Chicken_Enchilada_Stack.jpg,384,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,tortillas,sauce,corn,tomatillo,pasilla,sour,beans,jack,enchilada,chicken,chili,stack,red,cream,,,,,,,,,,,,,,,,,
385,Chicken_Fettucine_Alfredo_add_shrimp,Chicken_Fettucine_Alfredo_add_shrimp.jpg,Suteras_Shawnee/Chicken_Fettucine_Alfredo_add_shrimp.jpg,385,"22716 Midland Dr Shawnee KS, 66226",66226,Suteras_Shawnee,1,9136673000,$9.95,11984812,meat,lunch,italian,pasta,,,toast,fettucine,fettuccine,shrimp,add,garlic,alfredo,chicken,bread,,,,,,,,,,,,,,,,,,,,,,
386,Chicken_Flatbread,Chicken_Flatbread.jpg,Beer_Kitchen/Chicken_Flatbread.jpg,386,"435 Westport Rd, Kansas City, MO 64111",64111,Beer_Kitchen,0,8163894180,,,meat,lunch,italian,pizza,appetizer,,blue,cheese,oil,onion,bacon,arugula,truffle,chicken,maytag,flatbread,,,,,,,,,,,,,,,,,,,,,
387,Chicken_Fried_Rice,Chicken_Fried_Rice.jpg,China_Feast/Chicken_Fried_Rice.jpg,387,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,,,,,,,,,chicken,rice,fried,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Chicken_Fried_Steak,Chicken_Fried_Steak.jpg,Fric_and_Frac/Chicken_Fried_Steak.jpg,388,"1700 W 39th St, Kansas City, MO 64111",64111,Fric_and_Frac,0,8167536102,,,Meat,lunch,,,,,gravy,steak,beef,breaded,crispyy,chicken,fried,white,,,,,,,,,,,,,,,,,,,,,,,
389,Chicken_Fried_Steak_and_Eggs,Chicken_Fried_Steak_and_Eggs.jpg,The_Farmhouse/Chicken_Fried_Steak_and_Eggs.jpg,389,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,Meat,lunch,,,,,gravy,fried,hash,potato,eggs,chicken,steak,egg,,,,,,,,,,,,,,,,,,,,,,,
390,Chicken_Fried_Steak_and_Eggs,Chicken_Fried_Steak_and_Eggs1.jpg,The_Farmhouse/Chicken_Fried_Steak_and_Eggs1.jpg,390,"4686 Broadway St Kansas City, MO 64112",64105,The_Farmhouse,0,8165696032,,,,,,,,,eggs,chicken,steak,egg,fried,,,,,,,,,,,,,,,,,,,,,,,,,,
391,Chicken_Fried_Steak_Dinner,Chicken_Fried_Steak_Dinner.jpg,Chubby_s/Chicken_Fried_Steak_Dinner.jpg,391,"3756 Broadway Blvd, Kansas City, MO 64111",64111,Chubby_s,0,8169312482,,,Meat,dinner,,,,,brown,pepper,steak,buttered,soda,hot,dinner,garlic,flour,black,chicken,fried,salt,milk,egg,sauce,,,,,,,,,,,,,,,
392,Chicken_Gizzard_Salad,Chicken_Gizzard_Salad.jpg,Black_Dirt/Chicken_Gizzard_Salad.jpg,392,"5070 Main St, Kansas City, MO 64112",64112,Black_Dirt,0,8162145947,,,Meat,dinner,,,,,gizzard,breaded,salad,radish,parsley,gizzards,buttermilk,dressing,herb,chicken,,,,,,,,,,,,,,,,,,,,,
393,Chicken_Gizzards_Full_Order,Chicken_Gizzards_Full_Order.jpg,Go_Chicken_Go/Chicken_Gizzards_Full_Order.jpg,393,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,Meat,Lunch,American,Meats,,,full,gizzards,chicken,fried,sauce,order,bread,,,,,,,,,,,,,,,,,,,,,,,,
394,Chicken_Gizzards_Full_Order,Chicken_Gizzards_Full_Order1.jpg,Go_Chicken_Go/Chicken_Gizzards_Full_Order1.jpg,394,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,Meat,Lunch,American,Meats,,,full,gizzards,chicken,fried,sauce,order,bread,,,,,,,,,,,,,,,,,,,,,,,,
395,Chicken_Kabobs,Chicken_Kabobs.jpg,Zoes_Kitchen/Chicken_Kabobs.jpg,395,"100 Ward Pkwy, Kansas City, MO 64112",64112,Zoes_Kitchen,0,8165312044,,,Other,,,,,,dill,israeli,cucumbers,skhug,tzatziki,feta,chicken,kabobs,,,,,,,,,,,,,,,,,,,,,,,
396,Chicken_Lettuce_Wraps,Chicken_Lettuce_Wraps.jpg,Yard_House/Chicken_Lettuce_Wraps.jpg,396,"1300 Main St Ste 124.1A, Kansas City, MO 64105",64105,Yard_House,0,8165270952,,,,,,,,,wraps,tofu,lettuce,green,chicken,onions,,,,,,,,,,,,,,,,,,,,,,,,,
397,Chicken_Livers_and_Gizzards_Half_Order,Chicken_Livers_and_Gizzards_Half_Order.jpg,Go_Chicken_Go/Chicken_Livers_and_Gizzards_Half_Order.jpg,397,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$4.54,,Meat,Lunch,American,Meats,,,livers,gizzards,half,chicken,fried,sauce,order,bread,,,,,,,,,,,,,,,,,,,,,,,
398,Chicken_Livers_Full_Order,Chicken_Livers_Full_Order.jpg,Go_Chicken_Go/Chicken_Livers_Full_Order.jpg,398,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$7.49,,Meat,Lunch,American,Meats,,,full,livers,chicken,fried,sauce,order,bread,,,,,,,,,,,,,,,,,,,,,,,,
399,Chicken_Livers_Half_Order,Chicken_Livers_Half_Order.jpg,Go_Chicken_Go/Chicken_Livers_Half_Order.jpg,399,"5101 Troost Ave, Kansas City, MO 64110",64110,Go_Chicken_Go,0,8163616680,$4.54,,Meat,Lunch,American,Meats,,,livers,half,chicken,fried,sauce,order,bread,,,,,,,,,,,,,,,,,,,,,,,,
400,Chicken_Lo_Mein,Chicken_Lo_Mein.jpg,China_Feast/Chicken_Lo_Mein.jpg,400,"200 Linwood Blvd, Kansas City, MO 64111",64111,China_Feast,0,8165618886,,,,,,,,,lo,chicken,mein,,,,,,,,,,,,,,,,,,,,,,,,,,,,
401,Chicken_Massaman_Curry,Chicken_Massaman_Curry.jpg,Lulu_s_Thai_Noodle_Shop/Chicken_Massaman_Curry.jpg,401,"2701 W 47th St, Westwood, KS 66205",66205,Lulu_s_Thai_Noodle_Shop,0,9136775858,,,Meat,,,,,,onions,potatoes,crushed,massaman,peanuts,chicken,curry,,,,,,,,,,,,,,,,,,,,,,,,
402,Chicken_Milanese,Chicken_Milanese.jpg,Brio_Tuscan_Grille/Chicken_Milanese.jpg,402,"502 Nichols Rd, Kansas City, MO 64112",64112,Brio_Tuscan_Grille,0,8165615888,,,Meat,dinner,,,,,herb,romano,crispyy,milanese,pasta,chicken,,,,,,,,,,,,,,,,,,,,,,,,,
